# submitted_item	validated_id	current_symbol
koi	FBgn0265003	koi
koko	FBgn0264816	koko
kon	FBgn0032683	kon
kra	FBgn0250753	kra
kra	FBgn0033402	Myd88
kraken	FBgn0020545	kraken
kri	FBgn0035639	kri
krimp	FBgn0034098	krimp
krz	FBgn0040206	krz
ksh	FBgn0040890	ksh
ksr	FBgn0015402	ksr
kst	FBgn0004167	kst
kto	FBgn0001324	kto
ktub	FBgn0015721	ktub
kud	FBgn0036667	kud
kug	FBgn0261574	kug
kuk	FBgn0038476	kuk
kune	FBgn0033032	kune
kuz	FBgn0259984	kuz
kz	FBgn0001330	kz
l(1)10Bb	FBgn0001491	l(1)10Bb
l(1)G0004	FBgn0027334	l(1)G0004
l(1)G0004	FBal0098227	l(1)G0004[G0004]
l(1)G0007	FBal0096859	Prp16[G0007]
l(1)G0007	FBgn0026713	Prp16
l(1)G0020	FBgn0027330	l(1)G0020
l(1)G0020	FBal0098223	l(1)G0020[G0020]
l(1)G0193	FBal0098173	orion[G0193]
l(1)G0193	FBgn0027280	orion
l(1)G0196	FBgn0027279	l(1)G0196
l(1)G0196	FBal0098172	l(1)G0196[G0196]
l(1)G0289	FBgn0028331	l(1)G0289
l(1)G0289	FBal0100323	l(1)G0289[G0289]
l(1)G0320	FBgn0028327	l(1)G0320
l(1)G0320	FBal0100319	l(1)G0320[G0320]
l(1)G0469	FBgn0040153	l(1)G0469
l(1)G0469	FBal0103724	l(1)G0469[G0469]
l(1)sc	FBgn0002561	l(1)sc
l(2)01289	FBal0007968	hlk[01289]
l(2)01289	FBgn0010482	hlk
l(2)03659	FBgn0010549	l(2)03659
l(2)03659	FBal0008035	l(2)03659[03659]
l(2)05287	FBgn0284251	l(2)05287
l(2)05287	FBal0008081	l(2)05287[05287]
l(2)05714	FBgn0010607	l(2)05714
l(2)05714	FBal0008095	l(2)05714[05714]
l(2)09851	FBgn0022288	l(2)09851
l(2)09851	FBal0064677	l(2)09851[09851]
l(2)10685	FBgn0283525	l(2)10685
l(2)10685	FBal0008159	l(2)10685[10685]
l(2)34Fc	FBgn0261534	l(2)34Fc
l(2)34Fd	FBgn0261535	l(2)34Fd
l(2)35Be	FBgn0261881	Ankrd49
l(2)37Bb	FBgn0002021	l(2)37Bb
l(2)37Cb	FBgn0086444	l(2)37Cb
l(2)37Cc	FBgn0002031	l(2)37Cc
l(2)37Cd	FBgn0086445	l(2)37Cd
l(2)37Cg	FBgn0086447	Polr1D
l(2)41Ab	FBgn0262123	l(2)41Ab
l(2)SH0834	FBgn0267365	l(2)SH0834
l(2)dtl	FBgn0013548	l(2)dtl
l(2)efl	FBgn0011296	l(2)efl
l(2)gd1	FBgn0261983	l(2)gd1
l(2)gd1	FBal0004795	ft[9]
l(2)gl	FBgn0002121	l(2)gl
l(2)k01209	FBgn0022029	l(2)k01209
l(2)k01209	FBab0047223	Df(2R)k08901
l(2)k01209	FBal0064598	l(2)k01209[k01209]
l(2)k05819	FBgn0022153	l(2)k05819
l(2)k05911	FBgn0284244	l(2)k05911
l(2)k05911	FBal0064458	l(2)k05911[k05911]
l(2)k09022	FBgn0086451	l(2)k09022
l(2)k09022	FBal0064296	l(2)k09022[k09022]
l(2)k09848	FBgn0284246	l(2)k09848
l(2)k09848	FBal0064253	l(2)k09848[k09848]
l(2)k09913	FBgn0021979	l(2)k09913
l(2)k09913	FBal0064244	l(2)k09913[k09913]
l(2)k10201	FBgn0016970	l(2)k10201
l(2)k10201	FBal0055780	wun[k10201]
l(2)k14505	FBgn0021856	l(2)k14505
l(2)k14505	FBal0064104	l(2)k14505[k14505]
l(3)02640	FBgn0010786	l(3)02640
l(3)02640	FBal0009453	l(3)02640[02640]
l(3)04053	FBgn0010830	l(3)04053
l(3)04053	FBal0009500	l(3)04053[04053]
l(3)05822	FBgn0010877	l(3)05822
l(3)07882	FBgn0010926	l(3)07882
l(3)07882	FBal0009604	l(3)07882[07882]
l(3)72Ab	FBgn0263599	Brr2
l(3)72Dn	FBgn0263605	l(3)72Dn
l(3)72Dp	FBgn0263607	l(3)72Dp
l(3)72Dr	FBgn0263608	l(3)72Dr
l(3)73Ah	FBgn0002283	l(3)73Ah
l(3)76BDm	FBgn0260655	l(3)76BDm
l(3)80Fg	FBgn0287183	l(3)80Fg
l(3)80Fj	FBgn0287182	l(3)80Fj
l(3)87Df	FBgn0002354	l(3)87Df
l(3)L1231	FBgn0086686	l(3)L1231
l(3)L1231	FBal0086992	l(3)L1231[L1231]
l(3)mbt	FBgn0002441	l(3)mbt
l(3)neo38	FBgn0265276	l(3)neo38
l(3)neo38	FBal0011051	l(3)neo38[1]
l(3)neo43	FBgn0011476	l(3)neo43
l(3)neo43	FBal0011056	l(3)neo43[1]
l(3)psg2	FBgn0035617	l(3)psg2
lab	FBgn0002522	lab
lab	FBgn0261930	vnd
lace	FBgn0002524	lace
lama	FBgn0016031	lama
lap	FBgn0086372	lap
lap	FBal0011047	lap[1]
lark	FBgn0011640	lark
larp	FBgn0261618	larp
lawc	FBgn0262976	lawc
laza	FBgn0037163	laza
lbe	FBgn0011278	lbe
lbk	FBgn0034083	lbk
lbl	FBgn0008651	lbl
lbl	FBgn0005557	l(3)89Ea
lbl	FBgn0016032	lbm
lbm	FBgn0016032	lbm
lcs	FBgn0028583	lcs
ldbr	FBgn0035838	ldbr
lds	FBgn0002542	lds
lectin-21Ca	FBgn0040107	lectin-21Ca
lectin-24Db	FBgn0040102	lectin-24Db
lectin-28C	FBgn0040099	lectin-28C
lectin-37Da	FBgn0053532	lectin-37Da
lectin-37Db	FBgn0053533	lectin-37Db
lectin-46Ca	FBgn0040093	lectin-46Ca
lectin-46Cb	FBgn0040092	lectin-46Cb
levy	FBgn0034877	levy
lft	FBgn0032230	lft
lgs	FBgn0039907	lgs
lic	FBgn0261524	lic
lid	FBgn0031759	Kdm5
lig	FBgn0020279	lig
lili	FBgn0027539	lili
lilli	FBgn0041111	lilli
lin	FBgn0002552	lin
lin	FBgn0015380	drl
lin-28	FBgn0035626	lin-28
lin-52	FBgn0029800	lin-52
link	FBgn0033855	link
lmd	FBgn0039039	lmd
lmd	FBal0129256	lmd[1]
lms	FBgn0034520	lms
lncRNA:CR13130	FBgn0040965	lncRNA:CR13130
lncRNA:CR30009	FBgn0050009	lncRNA:CR30009
lncRNA:CR30055	FBgn0050055	lncRNA:CR30055
lncRNA:CR30121	FBgn0050121	lncRNA:CR30121
lncRNA:CR31044	FBgn0051044	lncRNA:CR31044
lncRNA:CR31386	FBgn0051386	lncRNA:CR31386
lncRNA:CR31451	FBgn0051451	lncRNA:CR31451
lncRNA:CR31647	FBgn0051647	lncRNA:CR31647
lncRNA:CR31781	FBgn0051781	lncRNA:CR31781
lncRNA:CR32027	FBgn0052027	lncRNA:CR32027
lncRNA:CR32111	FBgn0052111	lncRNA:CR32111
lncRNA:CR32194	FBgn0052194	lncRNA:CR32194
lncRNA:CR32218	FBgn0052218	lncRNA:CR32218
lncRNA:CR32385	FBgn0047205	lncRNA:CR32385
lncRNA:CR32553	FBgn0052553	lncRNA:CR32553
lncRNA:CR32582	FBgn0052582	lncRNA:CR32582
lncRNA:CR32636	FBgn0052636	lncRNA:CR32636
lncRNA:CR32652	FBgn0052652	lncRNA:CR32652
lncRNA:CR32657	FBgn0052657	lncRNA:CR32657
lncRNA:CR32658	FBgn0040859	lncRNA:CR32658
lncRNA:CR32661	FBgn0030356	lncRNA:CR32661
lncRNA:CR32690	FBgn0052690	lncRNA:CR32690
lncRNA:CR32730	FBgn0047092	lncRNA:CR32730
lncRNA:CR32773	FBgn0052773	lncRNA:CR32773
lncRNA:CR32835	FBgn0052835	lncRNA:CR32835
lncRNA:CR33218	FBgn0053218	lncRNA:CR33218
lncRNA:CR33948	FBgn0063083	lncRNA:CR33948
lncRNA:CR33963	FBgn0053963	lncRNA:CR33963
lncRNA:CR33987	FBgn0053987	lncRNA:CR33987
lncRNA:CR34046	FBgn0054046	lncRNA:CR34046
lncRNA:CR34052	FBgn0054052	lncRNA:CR34052
lncRNA:CR34335	FBgn0267910	lncRNA:CR34335
lncRNA:CR40469	FBgn0058469	lncRNA:CR40469
lncRNA:CR41257	FBgn0085582	lncRNA:CR41257
lncRNA:CR41443	FBgn0084008	lncRNA:CR41443
lncRNA:CR42491	FBgn0259993	lncRNA:CR42491
lncRNA:CR42549	FBgn0260722	lncRNA:CR42549
lncRNA:CR42646	FBgn0261429	lncRNA:CR42646
lncRNA:CR42651	FBgn0261503	lncRNA:CR42651
lncRNA:CR42657	FBgn0261522	lncRNA:CR42657
lncRNA:CR42719	FBgn0261636	lncRNA:CR42719
lncRNA:CR42736	FBgn0261700	lncRNA:CR42736
lncRNA:CR42746	FBgn0261709	lncRNA:CR42746
lncRNA:CR42765	FBgn0261833	lncRNA:CR42765
lncRNA:CR42767	FBgn0261835	lncRNA:CR42767
lncRNA:CR42794	FBgn0261927	lncRNA:CR42794
lncRNA:CR42850	FBgn0262097	lncRNA:CR42850
lncRNA:CR42859	FBgn0262106	lncRNA:CR42859
lncRNA:CR42861	FBgn0262108	lncRNA:CR42861
lncRNA:CR42862	FBgn0262109	lncRNA:CR42862
lncRNA:CR42868	FBgn0262142	lncRNA:CR42868
lncRNA:CR42874	FBgn0262148	lncRNA:CR42874
lncRNA:CR43097	FBgn0262543	lncRNA:CR43097
lncRNA:CR43104	FBgn0262564	lncRNA:CR43104
lncRNA:CR43126	FBgn0262741	lncRNA:CR43126
lncRNA:CR43130	FBgn0262604	lncRNA:CR43130
lncRNA:CR43144	FBgn0262620	lncRNA:CR43144
lncRNA:CR43146	FBgn0262622	lncRNA:CR43146
lncRNA:CR43148	FBgn0262631	lncRNA:CR43148
lncRNA:CR43150	FBgn0262680	lncRNA:CR43150
lncRNA:CR43151	FBgn0262681	lncRNA:CR43151
lncRNA:CR43157	FBgn0262687	lncRNA:CR43157
lncRNA:CR43166	FBgn0262722	lncRNA:CR43166
lncRNA:CR43174	FBgn0267794	lncRNA:CR43174
lncRNA:CR43196	FBgn0262825	lncRNA:CR43196
lncRNA:CR43199	FBgn0262828	lncRNA:CR43199
lncRNA:CR43241	FBgn0262886	lncRNA:CR43241
lncRNA:CR43242	FBgn0262887	lncRNA:CR43242
lncRNA:CR43250	FBgn0262895	lncRNA:CR43250
lncRNA:CR43253	FBgn0262898	lncRNA:CR43253
lncRNA:CR43256	FBgn0262901	lncRNA:CR43256
lncRNA:CR43264	FBgn0262945	lncRNA:CR43264
lncRNA:CR43278	FBgn0262967	lncRNA:CR43278
lncRNA:CR43279	FBgn0262968	lncRNA:CR43279
lncRNA:CR43282	FBgn0262971	lncRNA:CR43282
lncRNA:CR43287	FBgn0262979	lncRNA:CR43287
lncRNA:CR43301	FBgn0262993	lncRNA:CR43301
lncRNA:CR43309	FBgn0263001	CR43309
lncRNA:CR43314	FBgn0263019	lncRNA:CR43314
lncRNA:CR43334	FBgn0286827	lncRNA:CR43334
lncRNA:CR43356	FBgn0263088	lncRNA:CR43356
lncRNA:CR43363	FBgn0263095	lncRNA:CR43363
lncRNA:CR43399	FBgn0263290	lncRNA:CR43399
lncRNA:CR43410	FBgn0263329	lncRNA:CR43410
lncRNA:CR43411	FBgn0263330	lncRNA:CR43411
lncRNA:CR43417	FBgn0263336	lncRNA:CR43417
lncRNA:CR43418	FBgn0263337	lncRNA:CR43418
lncRNA:CR43420	FBgn0263339	lncRNA:CR43420
lncRNA:CR43423	FBgn0263342	lncRNA:CR43423
lncRNA:CR43431	FBgn0263379	lncRNA:CR43431
lncRNA:CR43432	FBgn0263380	lncRNA:CR43432
lncRNA:CR43436	FBgn0263384	lncRNA:CR43436
lncRNA:CR43437	FBgn0263385	lncRNA:CR43437
lncRNA:CR43452	FBgn0263406	lncRNA:CR43452
lncRNA:CR43459	FBgn0263413	lncRNA:CR43459
lncRNA:CR43461	FBgn0263415	lncRNA:CR43461
lncRNA:CR43475	FBgn0263452	lncRNA:CR43475
lncRNA:CR43493	FBgn0263504	lncRNA:CR43493
lncRNA:CR43495	FBgn0263506	lncRNA:CR43495
lncRNA:CR43496	FBgn0263507	lncRNA:CR43496
lncRNA:CR43498	FBgn0263509	lncRNA:CR43498
lncRNA:CR43604	FBgn0263489	lncRNA:CR43604
lncRNA:CR43605	FBgn0263802	lncRNA:CR43605
lncRNA:CR43606	FBgn0263581	lncRNA:CR43606
lncRNA:CR43607	FBgn0263582	lncRNA:CR43607
lncRNA:CR43610	FBgn0263585	CG43610
lncRNA:CR43611	FBgn0263586	lncRNA:CR43611
lncRNA:CR43626	FBgn0263617	lncRNA:CR43626
lncRNA:CR43635	FBgn0263626	lncRNA:CR43635
lncRNA:CR43639	FBgn0263648	lncRNA:CR43639
lncRNA:CR43640	FBgn0263649	lncRNA:CR43640
lncRNA:CR43641	FBgn0263650	lncRNA:CR43641
lncRNA:CR43642	FBgn0263651	lncRNA:CR43642
lncRNA:CR43643	FBgn0263652	lncRNA:CR43643
lncRNA:CR43644	FBgn0263653	lncRNA:CR43644
lncRNA:CR43648	FBgn0263657	lncRNA:CR43648
lncRNA:CR43650	FBgn0263659	lncRNA:CR43650
lncRNA:CR43651	FBgn0263660	lncRNA:CR43651
lncRNA:CR43653	FBgn0263662	lncRNA:CR43653
lncRNA:CR43654	FBgn0263663	lncRNA:CR43654
lncRNA:CR43660	FBgn0263708	lncRNA:CR43660
lncRNA:CR43661	FBgn0263709	lncRNA:CR43661
lncRNA:CR43684	FBgn0263767	lncRNA:CR43684
lncRNA:CR43685	FBgn0263768	lncRNA:CR43685
lncRNA:CR43700	FBgn0263838	lncRNA:CR43700
lncRNA:CR43704	FBgn0263843	lncRNA:CR43704
lncRNA:CR43716	FBgn0263869	lncRNA:CR43716
lncRNA:CR43717	FBgn0263870	lncRNA:CR43717
lncRNA:CR43719	FBgn0263872	lncRNA:CR43719
lncRNA:CR43751	FBgn0265017	lncRNA:CR43751
lncRNA:CR43752	FBgn0264083	lncRNA:CR43752
lncRNA:CR43765	FBgn0264265	lncRNA:CR43765
lncRNA:CR43785	FBgn0264310	lncRNA:CR43785
lncRNA:CR43801	FBgn0264345	lncRNA:CR43801
lncRNA:CR43803	FBgn0264347	lncRNA:CR43803
lncRNA:CR43807	FBgn0264351	lncRNA:CR43807
lncRNA:CR43808	FBgn0264352	lncRNA:CR43808
lncRNA:CR43818	FBgn0264366	lncRNA:CR43818
lncRNA:CR43821	FBgn0264369	lncRNA:CR43821
lncRNA:CR43827	FBgn0264375	lncRNA:CR43827
lncRNA:CR43828	FBgn0264376	lncRNA:CR43828
lncRNA:CR43832	FBgn0264380	lncRNA:CR43832
lncRNA:CR43834	FBgn0264382	lncRNA:CR43834
lncRNA:CR43835	FBgn0264383	lncRNA:CR43835
lncRNA:CR43836	FBgn0264384	lncRNA:CR43836
lncRNA:CR43838	FBgn0264390	lncRNA:CR43838
lncRNA:CR43849	FBgn0264431	lncRNA:CR43849
lncRNA:CR43855	FBgn0264437	lncRNA:CR43855
lncRNA:CR43856	FBgn0264438	lncRNA:CR43856
lncRNA:CR43857	FBgn0264439	lncRNA:CR43857
lncRNA:CR43859	FBgn0264441	lncRNA:CR43859
lncRNA:CR43862	FBgn0264444	lncRNA:CR43862
lncRNA:CR43863	FBgn0264445	lncRNA:CR43863
lncRNA:CR43870	FBgn0264462	lncRNA:CR43870
lncRNA:CR43874	FBgn0264466	lncRNA:CR43874
lncRNA:CR43878	FBgn0264470	lncRNA:CR43878
lncRNA:CR43879	FBgn0264471	lncRNA:CR43879
lncRNA:CR43881	FBgn0264473	lncRNA:CR43881
lncRNA:CR43882	FBgn0264474	lncRNA:CR43882
lncRNA:CR43883	FBgn0264475	lncRNA:CR43883
lncRNA:CR43887	FBgn0264479	lncRNA:CR43887
lncRNA:CR43890	FBgn0264482	lncRNA:CR43890
lncRNA:CR43893	FBgn0264485	lncRNA:CR43893
lncRNA:CR43899	FBgn0264500	lncRNA:CR43899
lncRNA:CR43900	FBgn0264501	lncRNA:CR43900
lncRNA:CR43904	FBgn0264505	lncRNA:CR43904
lncRNA:CR43905	FBgn0264506	lncRNA:CR43905
lncRNA:CR43907	FBgn0264508	lncRNA:CR43907
lncRNA:CR43909	FBgn0264510	lncRNA:CR43909
lncRNA:CR43910	FBgn0264511	lncRNA:CR43910
lncRNA:CR43912	FBgn0264513	lncRNA:CR43912
lncRNA:CR43927	FBgn0264548	lncRNA:CR43927
lncRNA:CR43937	FBgn0264565	lncRNA:CR43937
lncRNA:CR43939	FBgn0264567	lncRNA:CR43939
lncRNA:CR43941	FBgn0264569	lncRNA:CR43941
lncRNA:CR43942	FBgn0264570	lncRNA:CR43942
lncRNA:CR43943	FBgn0264571	lncRNA:CR43943
lncRNA:CR43951	FBgn0264602	lncRNA:CR43951
lncRNA:CR43956	FBgn0264616	lncRNA:CR43956
lncRNA:CR43958	FBgn0264618	lncRNA:CR43958
lncRNA:CR43960	FBgn0264675	lncRNA:CR43960
lncRNA:CR43961	FBgn0264676	lncRNA:CR43961
lncRNA:CR43963	FBgn0264678	lncRNA:CR43963
lncRNA:CR43966	FBgn0264697	lncRNA:CR43966
lncRNA:CR43973	FBgn0264704	lncRNA:CR43973
lncRNA:CR43974	FBgn0264705	lncRNA:CR43974
lncRNA:CR43988	FBgn0264720	lncRNA:CR43988
lncRNA:CR43989	FBgn0264721	lncRNA:CR43989
lncRNA:CR43991	FBgn0264723	lncRNA:CR43991
lncRNA:CR43994	FBgn0264726	lncRNA:CR43994
lncRNA:CR43995	FBgn0264727	lncRNA:CR43995
lncRNA:CR44017	FBgn0264787	lncRNA:CR44017
lncRNA:CR44022	FBgn0264792	lncRNA:CR44022
lncRNA:CR44023	FBgn0264793	lncRNA:CR44023
lncRNA:CR44024	FBgn0264794	lncRNA:CR44024
lncRNA:CR44026	FBgn0264818	lncRNA:CR44026
lncRNA:CR44034	FBgn0264826	lncRNA:CR44034
lncRNA:CR44042	FBgn0264834	lncRNA:CR44042
lncRNA:CR44043	FBgn0264835	lncRNA:CR44043
lncRNA:CR44050	FBgn0264842	lncRNA:CR44050
lncRNA:CR44051	FBgn0264843	lncRNA:CR44051
lncRNA:CR44055	FBgn0264864	lncRNA:CR44055
lncRNA:CR44056	FBgn0264865	lncRNA:CR44056
lncRNA:CR44060	FBgn0264869	lncRNA:CR44060
lncRNA:CR44066	FBgn0264875	lncRNA:CR44066
lncRNA:CR44068	FBgn0264877	lncRNA:CR44068
lncRNA:CR44070	FBgn0264879	lncRNA:CR44070
lncRNA:CR44075	FBgn0264884	lncRNA:CR44075
lncRNA:CR44078	FBgn0264887	lncRNA:CR44078
lncRNA:CR44082	FBgn0264891	lncRNA:CR44082
lncRNA:CR44091	FBgn0264900	lncRNA:CR44091
lncRNA:CR44092	FBgn0264901	lncRNA:CR44092
lncRNA:CR44103	FBgn0264912	lncRNA:CR44103
lncRNA:CR44105	FBgn0264914	lncRNA:CR44105
lncRNA:CR44109	FBgn0264940	lncRNA:CR44109
lncRNA:CR44110	FBgn0264941	lncRNA:CR44110
lncRNA:CR44111	FBgn0264942	lncRNA:CR44111
lncRNA:CR44112	FBgn0264943	lncRNA:CR44112
lncRNA:CR44125	FBgn0264956	lncRNA:CR44125
lncRNA:CR44127	FBgn0264958	lncRNA:CR44127
lncRNA:CR44129	FBgn0264960	lncRNA:CR44129
lncRNA:CR44133	FBgn0264982	lncRNA:CR44133
lncRNA:CR44135	FBgn0264984	lncRNA:CR44135
lncRNA:CR44138	FBgn0264987	lncRNA:CR44138
lncRNA:CR44149	FBgn0264998	lncRNA:CR44149
lncRNA:CR44150	FBgn0264999	lncRNA:CR44150
lncRNA:CR44151	FBgn0265000	lncRNA:CR44151
lncRNA:CR44156	FBgn0265039	lncRNA:CR44156
lncRNA:CR44157	FBgn0265040	lncRNA:CR44157
lncRNA:CR44161	FBgn0265044	lncRNA:CR44161
lncRNA:CR44164	FBgn0265049	lncRNA:CR44164
lncRNA:CR44170	FBgn0265059	lncRNA:CR44170
lncRNA:CR44171	FBgn0265060	lncRNA:CR44171
lncRNA:CR44177	FBgn0265066	lncRNA:CR44177
lncRNA:CR44178	FBgn0265067	lncRNA:CR44178
lncRNA:CR44185	FBgn0265074	lncRNA:CR44185
lncRNA:CR44186	FBgn0265075	lncRNA:CR44186
lncRNA:CR44187	FBgn0265076	lncRNA:CR44187
lncRNA:CR44188	FBgn0265077	lncRNA:CR44188
lncRNA:CR44197	FBgn0265086	lncRNA:CR44197
lncRNA:CR44199	FBgn0265088	lncRNA:CR44199
lncRNA:CR44206	FBgn0265104	lncRNA:CR44206
lncRNA:CR44208	FBgn0265106	lncRNA:CR44208
lncRNA:CR44209	FBgn0265107	lncRNA:CR44209
lncRNA:CR44218	FBgn0265149	lncRNA:CR44218
lncRNA:CR44219	FBgn0265150	lncRNA:CR44219
lncRNA:CR44220	FBgn0265151	lncRNA:CR44220
lncRNA:CR44221	FBgn0265152	lncRNA:CR44221
lncRNA:CR44222	FBgn0265153	lncRNA:CR44222
lncRNA:CR44230	FBgn0265161	lncRNA:CR44230
lncRNA:CR44233	FBgn0265164	lncRNA:CR44233
lncRNA:CR44260	FBgn0265200	lncRNA:CR44260
lncRNA:CR44265	FBgn0265205	lncRNA:CR44265
lncRNA:CR44268	FBgn0265254	lncRNA:CR44268
lncRNA:CR44272	FBgn0265299	lncRNA:CR44272
lncRNA:CR44274	FBgn0265301	lncRNA:CR44274
lncRNA:CR44277	FBgn0265304	lncRNA:CR44277
lncRNA:CR44281	FBgn0265308	lncRNA:CR44281
lncRNA:CR44283	FBgn0265310	lncRNA:CR44283
lncRNA:CR44284	FBgn0265311	lncRNA:CR44284
lncRNA:CR44288	FBgn0265315	lncRNA:CR44288
lncRNA:CR44289	FBgn0265316	lncRNA:CR44289
lncRNA:CR44292	FBgn0265338	lncRNA:CR44292
lncRNA:CR44294	FBgn0265340	lncRNA:CR44294
lncRNA:CR44295	FBgn0265341	lncRNA:CR44295
lncRNA:CR44298	FBgn0265344	lncRNA:CR44298
lncRNA:CR44299	FBgn0265345	lncRNA:CR44299
lncRNA:CR44300	FBgn0265346	lncRNA:CR44300
lncRNA:CR44301	FBgn0265347	lncRNA:CR44301
lncRNA:CR44309	FBgn0265368	lncRNA:CR44309
lncRNA:CR44317	FBgn0265376	lncRNA:CR44317
lncRNA:CR44318	FBgn0265377	lncRNA:CR44318
lncRNA:CR44319	FBgn0265378	lncRNA:CR44319
lncRNA:CR44320	FBgn0265379	lncRNA:CR44320
lncRNA:CR44322	FBgn0265381	lncRNA:CR44322
lncRNA:CR44326	FBgn0265414	lncRNA:CR44326
lncRNA:CR44331	FBgn0265419	lncRNA:CR44331
lncRNA:CR44332	FBgn0265420	lncRNA:CR44332
lncRNA:CR44338	FBgn0265426	lncRNA:CR44338
lncRNA:CR44339	FBgn0265427	lncRNA:CR44339
lncRNA:CR44347	FBgn0265447	lncRNA:CR44347
lncRNA:CR44348	FBgn0265448	lncRNA:CR44348
lncRNA:CR44353	FBgn0265453	lncRNA:CR44353
lncRNA:CR44354	FBgn0265454	lncRNA:CR44354
lncRNA:CR44357	FBgn0265457	lncRNA:CR44357
lncRNA:CR44360	FBgn0265467	lncRNA:CR44360
lncRNA:CR44363	FBgn0265470	lncRNA:CR44363
lncRNA:CR44365	FBgn0265496	lncRNA:CR44365
lncRNA:CR44366	FBgn0265497	lncRNA:CR44366
lncRNA:CR44369	FBgn0265500	lncRNA:CR44369
lncRNA:CR44373	FBgn0265511	lncRNA:CR44373
lncRNA:CR44377	FBgn0265527	lncRNA:CR44377
lncRNA:CR44379	FBgn0265529	lncRNA:CR44379
lncRNA:CR44380	FBgn0265530	lncRNA:CR44380
lncRNA:CR44384	FBgn0265534	lncRNA:CR44384
lncRNA:CR44389	FBgn0265539	lncRNA:CR44389
lncRNA:CR44392	FBgn0265542	lncRNA:CR44392
lncRNA:CR44395	FBgn0265545	lncRNA:CR44395
lncRNA:CR44396	FBgn0265546	lncRNA:CR44396
lncRNA:CR44408	FBgn0265581	lncRNA:CR44408
lncRNA:CR44409	FBgn0265582	lncRNA:CR44409
lncRNA:CR44412	FBgn0265585	lncRNA:CR44412
lncRNA:CR44413	FBgn0265586	lncRNA:CR44413
lncRNA:CR44415	FBgn0265588	lncRNA:CR44415
lncRNA:CR44417	FBgn0265590	lncRNA:CR44417
lncRNA:CR44419	FBgn0265592	lncRNA:CR44419
lncRNA:CR44423	FBgn0265596	lncRNA:CR44423
lncRNA:CR44440	FBgn0265633	lncRNA:CR44440
lncRNA:CR44441	FBgn0265634	lncRNA:CR44441
lncRNA:CR44442	FBgn0265635	lncRNA:CR44442
lncRNA:CR44455	FBgn0265648	lncRNA:CR44455
lncRNA:CR44457	FBgn0265650	lncRNA:CR44457
lncRNA:CR44458	FBgn0265651	lncRNA:CR44458
lncRNA:CR44465	FBgn0265658	lncRNA:CR44465
lncRNA:CR44468	FBgn0265661	lncRNA:CR44468
lncRNA:CR44470	FBgn0265663	lncRNA:CR44470
lncRNA:CR44471	FBgn0265664	lncRNA:CR44471
lncRNA:CR44473	FBgn0265666	lncRNA:CR44473
lncRNA:CR44474	FBgn0265667	lncRNA:CR44474
lncRNA:CR44478	FBgn0265671	lncRNA:CR44478
lncRNA:CR44492	FBgn0265685	lncRNA:CR44492
lncRNA:CR44493	FBgn0265686	lncRNA:CR44493
lncRNA:CR44496	FBgn0265689	lncRNA:CR44496
lncRNA:CR44498	FBgn0265691	lncRNA:CR44498
lncRNA:CR44506	FBgn0265699	lncRNA:CR44506
lncRNA:CR44510	FBgn0265703	lncRNA:CR44510
lncRNA:CR44511	FBgn0265704	lncRNA:CR44511
lncRNA:CR44513	FBgn0265706	lncRNA:CR44513
lncRNA:CR44514	FBgn0265707	lncRNA:CR44514
lncRNA:CR44518	FBgn0265711	lncRNA:CR44518
lncRNA:CR44519	FBgn0265712	lncRNA:CR44519
lncRNA:CR44520	FBgn0265713	lncRNA:CR44520
lncRNA:CR44522	FBgn0265715	lncRNA:CR44522
lncRNA:CR44523	FBgn0265716	lncRNA:CR44523
lncRNA:CR44525	FBgn0265718	lncRNA:CR44525
lncRNA:CR44526	FBgn0265719	lncRNA:CR44526
lncRNA:CR44535	FBgn0265728	lncRNA:CR44535
lncRNA:CR44539	FBgn0265732	lncRNA:CR44539
lncRNA:CR44541	FBgn0265734	lncRNA:CR44541
lncRNA:CR44544	FBgn0265737	lncRNA:CR44544
lncRNA:CR44546	FBgn0265739	lncRNA:CR44546
lncRNA:CR44564	FBgn0265757	lncRNA:CR44564
lncRNA:CR44565	FBgn0265758	lncRNA:CR44565
lncRNA:CR44566	FBgn0265759	lncRNA:CR44566
lncRNA:CR44567	FBgn0265760	lncRNA:CR44567
lncRNA:CR44571	FBgn0265764	lncRNA:CR44571
lncRNA:CR44576	FBgn0265787	lncRNA:CR44576
lncRNA:CR44582	FBgn0265793	lncRNA:CR44582
lncRNA:CR44587	FBgn0265798	lncRNA:CR44587
lncRNA:CR44589	FBgn0265800	lncRNA:CR44589
lncRNA:CR44595	FBgn0265806	lncRNA:CR44595
lncRNA:CR44596	FBgn0265807	lncRNA:CR44596
lncRNA:CR44597	FBgn0265808	lncRNA:CR44597
lncRNA:CR44598	FBgn0265809	lncRNA:CR44598
lncRNA:CR44603	FBgn0265814	lncRNA:CR44603
lncRNA:CR44605	FBgn0265816	lncRNA:CR44605
lncRNA:CR44606	FBgn0265817	lncRNA:CR44606
lncRNA:CR44608	FBgn0265819	lncRNA:CR44608
lncRNA:CR44610	FBgn0265821	lncRNA:CR44610
lncRNA:CR44612	FBgn0265823	lncRNA:CR44612
lncRNA:CR44613	FBgn0265824	lncRNA:CR44613
lncRNA:CR44614	FBgn0265825	lncRNA:CR44614
lncRNA:CR44615	FBgn0265826	lncRNA:CR44615
